,End Date,Start Date,End Price,Start Price,Weekly Returns,Bin Label,News,Basics
0,2024-01-12,2024-01-05,35.87169647216797,36.43484878540039,-0.015456419664298966,D2,"[{""date"": ""20231229040842"", ""headline"": ""Avalanche Foundation to Purchase Meme Coins as Part of Culture Drive"", ""summary"": ""The Avalanche Foundation, whose grants and investments help support the development of the Avalanche blockchain ecosystem, is considering buying meme coins as part of a drive that recognizes the disti..."", ""url"": ""https://coindesk.com/markets/2023/12/29/avalanche-foundation-to-purchase-meme-coins-as-part-of-culture-drive"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""meme coin|Avalanche|Avalanche Foundation"", ""id"": 42391715, ""guid"": ""CpI5Y2Su0uMQDo69bfua7Z""}, {""date"": ""20231220033056"", ""headline"": ""Trader Turns $450 into $2M Betting on Avalanche Meme Coin Coq Inu"", ""summary"": ""Multifold gains on Solana-based meme coins have apparently led traders to hunt for small-cap plays on other networks \u2013 with some lucky enough to flip a tiny initial capital to a life-changing figure.\n..."", ""url"": ""https://coindesk.com/markets/2023/12/20/trader-turns-450-into-2m-betting-on-avalanche-meme-coin-coq-inu"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Memecoin"", ""id"": 42409165, ""guid"": ""GJVPKSa3D710Liw1gcEJlp""}, {""date"": ""20231219044658"", ""headline"": ""Solana, Avalanche Meme Coin Fever Continues as Bitcoin Nears $43K"", ""summary"": ""Tokens of Solana, Avalanche and Injective surged as much as 20% in the past 24 hours as the meme coin trading frenzy extended into a third week on these networks.\n\nSolana\u2019s SOL jumped 8% while Avalanc..."", ""url"": ""https://coindesk.com/markets/2023/12/19/solana-avalanche-meme-coin-fever-continues-as-bitcoin-nears-43k"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Trading|Markets|Bitcoin"", ""id"": 42409188, ""guid"": ""GJVPKSa3D710Liw1gcERz1""}, {""date"": ""20231201133809"", ""headline"": ""Avalanche, Helium Lead Monthly Crypto Gains as Bullish Bitcoin Consolidation Spurs Altcoin Season Call"", ""summary"": ""Smaller tokens outperformed bitcoin during bullish November for crypto markets.\n\nAVAX, HNT, BLUR and RUNE were among the best performers with doubling prices in a month.\n\nThe widening breadth of the c..."", ""url"": ""https://coindesk.com/markets/2023/12/01/avalanche-helium-lead-monthly-crypto-gains-as-bullish-bitcoin-consolidation-spurs-altcoin-season-call"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Markets|Market Wrap|Avalanche|Helium|Blur|Thorchain|Bitcoin|Altcoins|alt season"", ""id"": 42419074, ""guid"": ""ha93388BwWkPe8xtcUDVan""}, {""date"": ""20231121083000"", ""headline"": ""AVAX Ecosystem to Get $10M Boost from Avalanche Accelerator Colony Lab"", ""summary"": ""Colony Lab, an Avalanche ecosystem developer and accelerator, said it will invest $10 million to support the long-term growth of the network.\n\nThe company said it has bought more than 500,000 AVAX tok..."", ""url"": ""https://coindesk.com/business/2023/11/21/avax-ecosystem-to-get-10m-boost-from-avalanche-accelerator-colony-lab"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|AVAX|Exclusive "", ""id"": 42409422, ""guid"": ""GJVPKSa3D710Liw1gcHHv0""}]",{}
1,2024-01-19,2024-01-12,32.643001556396484,35.87169647216797,-0.0900067527689011,D5+,"[{""date"": ""20231229040842"", ""headline"": ""Avalanche Foundation to Purchase Meme Coins as Part of Culture Drive"", ""summary"": ""The Avalanche Foundation, whose grants and investments help support the development of the Avalanche blockchain ecosystem, is considering buying meme coins as part of a drive that recognizes the disti..."", ""url"": ""https://coindesk.com/markets/2023/12/29/avalanche-foundation-to-purchase-meme-coins-as-part-of-culture-drive"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""meme coin|Avalanche|Avalanche Foundation"", ""id"": 42391715, ""guid"": ""CpI5Y2Su0uMQDo69bfua7Z""}, {""date"": ""20231220033056"", ""headline"": ""Trader Turns $450 into $2M Betting on Avalanche Meme Coin Coq Inu"", ""summary"": ""Multifold gains on Solana-based meme coins have apparently led traders to hunt for small-cap plays on other networks \u2013 with some lucky enough to flip a tiny initial capital to a life-changing figure.\n..."", ""url"": ""https://coindesk.com/markets/2023/12/20/trader-turns-450-into-2m-betting-on-avalanche-meme-coin-coq-inu"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Memecoin"", ""id"": 42409165, ""guid"": ""GJVPKSa3D710Liw1gcEJlp""}, {""date"": ""20231219044658"", ""headline"": ""Solana, Avalanche Meme Coin Fever Continues as Bitcoin Nears $43K"", ""summary"": ""Tokens of Solana, Avalanche and Injective surged as much as 20% in the past 24 hours as the meme coin trading frenzy extended into a third week on these networks.\n\nSolana\u2019s SOL jumped 8% while Avalanc..."", ""url"": ""https://coindesk.com/markets/2023/12/19/solana-avalanche-meme-coin-fever-continues-as-bitcoin-nears-43k"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Trading|Markets|Bitcoin"", ""id"": 42409188, ""guid"": ""GJVPKSa3D710Liw1gcERz1""}, {""date"": ""20231201133809"", ""headline"": ""Avalanche, Helium Lead Monthly Crypto Gains as Bullish Bitcoin Consolidation Spurs Altcoin Season Call"", ""summary"": ""Smaller tokens outperformed bitcoin during bullish November for crypto markets.\n\nAVAX, HNT, BLUR and RUNE were among the best performers with doubling prices in a month.\n\nThe widening breadth of the c..."", ""url"": ""https://coindesk.com/markets/2023/12/01/avalanche-helium-lead-monthly-crypto-gains-as-bullish-bitcoin-consolidation-spurs-altcoin-season-call"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Markets|Market Wrap|Avalanche|Helium|Blur|Thorchain|Bitcoin|Altcoins|alt season"", ""id"": 42419074, ""guid"": ""ha93388BwWkPe8xtcUDVan""}, {""date"": ""20231121083000"", ""headline"": ""AVAX Ecosystem to Get $10M Boost from Avalanche Accelerator Colony Lab"", ""summary"": ""Colony Lab, an Avalanche ecosystem developer and accelerator, said it will invest $10 million to support the long-term growth of the network.\n\nThe company said it has bought more than 500,000 AVAX tok..."", ""url"": ""https://coindesk.com/business/2023/11/21/avax-ecosystem-to-get-10m-boost-from-avalanche-accelerator-colony-lab"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|AVAX|Exclusive "", ""id"": 42409422, ""guid"": ""GJVPKSa3D710Liw1gcHHv0""}]",{}
2,2024-01-26,2024-01-19,32.27981948852539,32.643001556396484,-0.011125878459541575,D2,"[{""date"": ""20240123070000"", ""headline"": ""Avalanche Foundation Puts Rules on Plans to Buy Meme Coins"", ""summary"": ""Not all meme coins are created equal. If they're to get bought up by the Avalanche Foundation, their creators will have to follow some rules.\n\nThe organization that supports the Avalanche blockchain r..."", ""url"": ""https://coindesk.com/markets/2024/01/23/avalanche-foundation-puts-rules-on-plans-to-buy-meme-coins"", ""source"": ""CoinDesk"", ""sentiment"": ""NEUTRAL"", ""keywords"": ""Avalanche|meme coins"", ""id"": 42408985, ""guid"": ""GJVPKSa3D710Liw1gcBa4h""}, {""date"": ""20240123043032"", ""headline"": ""Solana, Avalanche Tokens Slide as Bitcoin Traders Target Eye Support at $38K"", ""summary"": ""Major tokens continued to slide on Tuesday as institutional sales tied to recently launched exchange-traded funds (ETF) weighed down bitcoin [BTC] prices, leading to a more than 20% decline for some t..."", ""url"": ""https://coindesk.com/markets/2024/01/23/solana-avalanche-tokens-slide-as-bitcoin-traders-target-eye-support-at-38k"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Bitcoin|Trading|Markets|Solana|Avalanche"", ""id"": 42408991, ""guid"": ""GJVPKSa3D710Liw1gcBaRq""}]",{}
3,2024-02-02,2024-01-26,36.707916259765625,32.27981948852539,0.13717848616886794,U5+,"[{""date"": ""20240123070000"", ""headline"": ""Avalanche Foundation Puts Rules on Plans to Buy Meme Coins"", ""summary"": ""Not all meme coins are created equal. If they're to get bought up by the Avalanche Foundation, their creators will have to follow some rules.\n\nThe organization that supports the Avalanche blockchain r..."", ""url"": ""https://coindesk.com/markets/2024/01/23/avalanche-foundation-puts-rules-on-plans-to-buy-meme-coins"", ""source"": ""CoinDesk"", ""sentiment"": ""NEUTRAL"", ""keywords"": ""Avalanche|meme coins"", ""id"": 42408985, ""guid"": ""GJVPKSa3D710Liw1gcBa4h""}, {""date"": ""20240123043032"", ""headline"": ""Solana, Avalanche Tokens Slide as Bitcoin Traders Target Eye Support at $38K"", ""summary"": ""Major tokens continued to slide on Tuesday as institutional sales tied to recently launched exchange-traded funds (ETF) weighed down bitcoin [BTC] prices, leading to a more than 20% decline for some t..."", ""url"": ""https://coindesk.com/markets/2024/01/23/solana-avalanche-tokens-slide-as-bitcoin-traders-target-eye-support-at-38k"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Bitcoin|Trading|Markets|Solana|Avalanche"", ""id"": 42408991, ""guid"": ""GJVPKSa3D710Liw1gcBaRq""}, {""date"": ""20231229040842"", ""headline"": ""Avalanche Foundation to Purchase Meme Coins as Part of Culture Drive"", ""summary"": ""The Avalanche Foundation, whose grants and investments help support the development of the Avalanche blockchain ecosystem, is considering buying meme coins as part of a drive that recognizes the disti..."", ""url"": ""https://coindesk.com/markets/2023/12/29/avalanche-foundation-to-purchase-meme-coins-as-part-of-culture-drive"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""meme coin|Avalanche|Avalanche Foundation"", ""id"": 42391715, ""guid"": ""CpI5Y2Su0uMQDo69bfua7Z""}, {""date"": ""20231220033056"", ""headline"": ""Trader Turns $450 into $2M Betting on Avalanche Meme Coin Coq Inu"", ""summary"": ""Multifold gains on Solana-based meme coins have apparently led traders to hunt for small-cap plays on other networks \u2013 with some lucky enough to flip a tiny initial capital to a life-changing figure.\n..."", ""url"": ""https://coindesk.com/markets/2023/12/20/trader-turns-450-into-2m-betting-on-avalanche-meme-coin-coq-inu"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Memecoin"", ""id"": 42409165, ""guid"": ""GJVPKSa3D710Liw1gcEJlp""}, {""date"": ""20231219044658"", ""headline"": ""Solana, Avalanche Meme Coin Fever Continues as Bitcoin Nears $43K"", ""summary"": ""Tokens of Solana, Avalanche and Injective surged as much as 20% in the past 24 hours as the meme coin trading frenzy extended into a third week on these networks.\n\nSolana\u2019s SOL jumped 8% while Avalanc..."", ""url"": ""https://coindesk.com/markets/2023/12/19/solana-avalanche-meme-coin-fever-continues-as-bitcoin-nears-43k"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Trading|Markets|Bitcoin"", ""id"": 42409188, ""guid"": ""GJVPKSa3D710Liw1gcERz1""}]",{}
4,2024-02-09,2024-02-02,38.01095962524414,36.707916259765625,0.0354976119117592,U4,"[{""date"": ""20240123070000"", ""headline"": ""Avalanche Foundation Puts Rules on Plans to Buy Meme Coins"", ""summary"": ""Not all meme coins are created equal. If they're to get bought up by the Avalanche Foundation, their creators will have to follow some rules.\n\nThe organization that supports the Avalanche blockchain r..."", ""url"": ""https://coindesk.com/markets/2024/01/23/avalanche-foundation-puts-rules-on-plans-to-buy-meme-coins"", ""source"": ""CoinDesk"", ""sentiment"": ""NEUTRAL"", ""keywords"": ""Avalanche|meme coins"", ""id"": 42408985, ""guid"": ""GJVPKSa3D710Liw1gcBa4h""}, {""date"": ""20240123043032"", ""headline"": ""Solana, Avalanche Tokens Slide as Bitcoin Traders Target Eye Support at $38K"", ""summary"": ""Major tokens continued to slide on Tuesday as institutional sales tied to recently launched exchange-traded funds (ETF) weighed down bitcoin [BTC] prices, leading to a more than 20% decline for some t..."", ""url"": ""https://coindesk.com/markets/2024/01/23/solana-avalanche-tokens-slide-as-bitcoin-traders-target-eye-support-at-38k"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Bitcoin|Trading|Markets|Solana|Avalanche"", ""id"": 42408991, ""guid"": ""GJVPKSa3D710Liw1gcBaRq""}, {""date"": ""20231229040842"", ""headline"": ""Avalanche Foundation to Purchase Meme Coins as Part of Culture Drive"", ""summary"": ""The Avalanche Foundation, whose grants and investments help support the development of the Avalanche blockchain ecosystem, is considering buying meme coins as part of a drive that recognizes the disti..."", ""url"": ""https://coindesk.com/markets/2023/12/29/avalanche-foundation-to-purchase-meme-coins-as-part-of-culture-drive"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""meme coin|Avalanche|Avalanche Foundation"", ""id"": 42391715, ""guid"": ""CpI5Y2Su0uMQDo69bfua7Z""}, {""date"": ""20231220033056"", ""headline"": ""Trader Turns $450 into $2M Betting on Avalanche Meme Coin Coq Inu"", ""summary"": ""Multifold gains on Solana-based meme coins have apparently led traders to hunt for small-cap plays on other networks \u2013 with some lucky enough to flip a tiny initial capital to a life-changing figure.\n..."", ""url"": ""https://coindesk.com/markets/2023/12/20/trader-turns-450-into-2m-betting-on-avalanche-meme-coin-coq-inu"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Memecoin"", ""id"": 42409165, ""guid"": ""GJVPKSa3D710Liw1gcEJlp""}, {""date"": ""20231219044658"", ""headline"": ""Solana, Avalanche Meme Coin Fever Continues as Bitcoin Nears $43K"", ""summary"": ""Tokens of Solana, Avalanche and Injective surged as much as 20% in the past 24 hours as the meme coin trading frenzy extended into a third week on these networks.\n\nSolana\u2019s SOL jumped 8% while Avalanc..."", ""url"": ""https://coindesk.com/markets/2023/12/19/solana-avalanche-meme-coin-fever-continues-as-bitcoin-nears-43k"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Trading|Markets|Bitcoin"", ""id"": 42409188, ""guid"": ""GJVPKSa3D710Liw1gcERz1""}]",{}
5,2024-02-16,2024-02-09,40.312129974365234,38.01095962524414,0.06053965413682485,U5+,"[{""date"": ""20240214103946"", ""headline"": ""Citibank Tests Tokenization of Private Equity Funds on Avalanche"", ""summary"": ""Citibank used layer-1 blockchain Avalanche\u2019s {{AVAX}} Spruce Subnet to explore the tokenization of private equity funds to re-architect capital markets.\n\nCiti worked with traditional finance giants Wi..."", ""url"": ""https://coindesk.com/markets/2024/02/14/citi-bank-tests-tokenization-of-private-equity-funds-on-avalanche"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Citi|Tokenization"", ""id"": 42391512, ""guid"": ""CpI5Y2Su0uMQDo69bexpW1""}]",{}
6,2024-02-23,2024-02-16,35.92631912231445,40.312129974365234,-0.10879630659158296,D5+,"[{""date"": ""20240220161953"", ""headline"": ""Avalanche's AVAX Underperforms Ahead of $365M Token Unlock"", ""summary"": ""Avalanche's native token AVAX underperformed the crypto market over the past week ahead of its token unlocking event, CoinDesk data shows.\n\nSome $365 million worth of locked-up tokens will be released..."", ""url"": ""https://coindesk.com/markets/2024/02/20/avalanches-avax-underperforms-ahead-of-365m-token-unlock"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Markets"", ""id"": 42408789, ""guid"": ""GJVPKSa3D710Liw1gb2CKt""}]",{}
7,2024-03-01,2024-02-23,42.85532760620117,35.92631912231445,0.1928671974519926,U5+,"[{""date"": ""20240223083118"", ""headline"": ""Avalanche Is Back Up After Failing to Produce Block for Four Hours"", ""summary"": ""Avalanche suffered a major outage Friday, failing to produce blocks for more than four hours.\n\nDevelopers released a software patch disabling logic that permitted an \""excessive amount of gossip\"" to ta..."", ""url"": ""https://coindesk.com/business/2024/02/23/avalanche-suffers-outage-fails-to-produce-block-for-almost-two-hours"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Outage"", ""id"": 42418701, ""guid"": ""ha93388BwWkPe8xtcTyxa9""}]",{}
8,2024-03-08,2024-03-01,42.74036407470703,42.85532760620117,-0.002682596025179035,D1,"[{""date"": ""20240223083118"", ""headline"": ""Avalanche Is Back Up After Failing to Produce Block for Four Hours"", ""summary"": ""Avalanche suffered a major outage Friday, failing to produce blocks for more than four hours.\n\nDevelopers released a software patch disabling logic that permitted an \""excessive amount of gossip\"" to ta..."", ""url"": ""https://coindesk.com/business/2024/02/23/avalanche-suffers-outage-fails-to-produce-block-for-almost-two-hours"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Outage"", ""id"": 42418701, ""guid"": ""ha93388BwWkPe8xtcTyxa9""}, {""date"": ""20240220161953"", ""headline"": ""Avalanche's AVAX Underperforms Ahead of $365M Token Unlock"", ""summary"": ""Avalanche's native token AVAX underperformed the crypto market over the past week ahead of its token unlocking event, CoinDesk data shows.\n\nSome $365 million worth of locked-up tokens will be released..."", ""url"": ""https://coindesk.com/markets/2024/02/20/avalanches-avax-underperforms-ahead-of-365m-token-unlock"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Markets"", ""id"": 42408789, ""guid"": ""GJVPKSa3D710Liw1gb2CKt""}, {""date"": ""20240214103946"", ""headline"": ""Citibank Tests Tokenization of Private Equity Funds on Avalanche"", ""summary"": ""Citibank used layer-1 blockchain Avalanche\u2019s {{AVAX}} Spruce Subnet to explore the tokenization of private equity funds to re-architect capital markets.\n\nCiti worked with traditional finance giants Wi..."", ""url"": ""https://coindesk.com/markets/2024/02/14/citi-bank-tests-tokenization-of-private-equity-funds-on-avalanche"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Citi|Tokenization"", ""id"": 42391512, ""guid"": ""CpI5Y2Su0uMQDo69bexpW1""}, {""date"": ""20240123070000"", ""headline"": ""Avalanche Foundation Puts Rules on Plans to Buy Meme Coins"", ""summary"": ""Not all meme coins are created equal. If they're to get bought up by the Avalanche Foundation, their creators will have to follow some rules.\n\nThe organization that supports the Avalanche blockchain r..."", ""url"": ""https://coindesk.com/markets/2024/01/23/avalanche-foundation-puts-rules-on-plans-to-buy-meme-coins"", ""source"": ""CoinDesk"", ""sentiment"": ""NEUTRAL"", ""keywords"": ""Avalanche|meme coins"", ""id"": 42408985, ""guid"": ""GJVPKSa3D710Liw1gcBa4h""}, {""date"": ""20240123043032"", ""headline"": ""Solana, Avalanche Tokens Slide as Bitcoin Traders Target Eye Support at $38K"", ""summary"": ""Major tokens continued to slide on Tuesday as institutional sales tied to recently launched exchange-traded funds (ETF) weighed down bitcoin [BTC] prices, leading to a more than 20% decline for some t..."", ""url"": ""https://coindesk.com/markets/2024/01/23/solana-avalanche-tokens-slide-as-bitcoin-traders-target-eye-support-at-38k"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Bitcoin|Trading|Markets|Solana|Avalanche"", ""id"": 42408991, ""guid"": ""GJVPKSa3D710Liw1gcBaRq""}]",{}
9,2024-03-15,2024-03-08,58.48988723754883,42.74036407470703,0.36849295750763333,U5+,"[{""date"": ""20240315040148"", ""headline"": ""Avalanche Foundation Snaps Up KIMBO, COQ, and Three Other Tokens as First Meme Coin Investment"", ""summary"": ""Meme tokens are quickly moving from joke coins to a sector that represents the digital culture of any blockchain \u2013 with major foundations now directly investing in the growth of such tokens.\n\nAvalanch..."", ""url"": ""https://coindesk.com/markets/2024/03/15/avalanche-foundation-snaps-up-kimbo-coq-and-three-other-tokens-as-first-meme-coin-investment"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|meme|Trading"", ""id"": 42418568, ""guid"": ""ha93388BwWkPe8xtcTy1rJ""}, {""date"": ""20240223083118"", ""headline"": ""Avalanche Is Back Up After Failing to Produce Block for Four Hours"", ""summary"": ""Avalanche suffered a major outage Friday, failing to produce blocks for more than four hours.\n\nDevelopers released a software patch disabling logic that permitted an \""excessive amount of gossip\"" to ta..."", ""url"": ""https://coindesk.com/business/2024/02/23/avalanche-suffers-outage-fails-to-produce-block-for-almost-two-hours"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Outage"", ""id"": 42418701, ""guid"": ""ha93388BwWkPe8xtcTyxa9""}, {""date"": ""20240220161953"", ""headline"": ""Avalanche's AVAX Underperforms Ahead of $365M Token Unlock"", ""summary"": ""Avalanche's native token AVAX underperformed the crypto market over the past week ahead of its token unlocking event, CoinDesk data shows.\n\nSome $365 million worth of locked-up tokens will be released..."", ""url"": ""https://coindesk.com/markets/2024/02/20/avalanches-avax-underperforms-ahead-of-365m-token-unlock"", ""source"": ""CoinDesk"", ""sentiment"": ""NEGATIVE"", ""keywords"": ""Avalanche|AVAX|Markets"", ""id"": 42408789, ""guid"": ""GJVPKSa3D710Liw1gb2CKt""}, {""date"": ""20240214103946"", ""headline"": ""Citibank Tests Tokenization of Private Equity Funds on Avalanche"", ""summary"": ""Citibank used layer-1 blockchain Avalanche\u2019s {{AVAX}} Spruce Subnet to explore the tokenization of private equity funds to re-architect capital markets.\n\nCiti worked with traditional finance giants Wi..."", ""url"": ""https://coindesk.com/markets/2024/02/14/citi-bank-tests-tokenization-of-private-equity-funds-on-avalanche"", ""source"": ""CoinDesk"", ""sentiment"": ""POSITIVE"", ""keywords"": ""Avalanche|Citi|Tokenization"", ""id"": 42391512, ""guid"": ""CpI5Y2Su0uMQDo69bexpW1""}, {""date"": ""20240123070000"", ""headline"": ""Avalanche Foundation Puts Rules on Plans to Buy Meme Coins"", ""summary"": ""Not all meme coins are created equal. If they're to get bought up by the Avalanche Foundation, their creators will have to follow some rules.\n\nThe organization that supports the Avalanche blockchain r..."", ""url"": ""https://coindesk.com/markets/2024/01/23/avalanche-foundation-puts-rules-on-plans-to-buy-meme-coins"", ""source"": ""CoinDesk"", ""sentiment"": ""NEUTRAL"", ""keywords"": ""Avalanche|meme coins"", ""id"": 42408985, ""guid"": ""GJVPKSa3D710Liw1gcBa4h""}]",{}
